"artist","total_plays_2018","rank_2018","total_plays_2019","rank_2019","total_plays_2020","rank_2020","total_plays_2021","rank_2021","total_plays_2022","rank_2022"
"ploho, molchat doma",,,,,3,1021,,,1,2066
"ploho, молчат дома",,,,,1,1982,,,,
"plumbeer",,,,,13,426,6,887,4,1038
"pocketbooks",,,,,2,1292,,,,
"poexxxali",,,,,2,1292,,,,
"polnalyubvi",,,,,1,1982,10,658,,
"pompeya",,,,,4,865,,,,
"pony bravo",,,,,1,1982,,,,
"pornofilmy",,,,,3,1021,4,1081,,
"porridge radio",,,,,30,214,29,252,6,854
"post animal",,,,,1,1982,,,,
"potatohead people, de la soul, posdnuos, kapok",,,,,1,1982,,,,
"potter payper",,,,,1,1982,,,,
"pottery",,,,,107,39,77,85,20,345
"pozi",,,,,21,287,39,202,22,315
"pram",,,,,3,1021,4,1081,1,2066
"prefab sprout, thomas dolby",,,,,1,1982,1,2135,2,1439
"pregoblin",,,,,8,595,2,1500,6,854
"preoccupations",,,,,2,1292,1,2135,85,65
"pretenders",,,,,1,1982,3,1236,1,2066
"primo!",,,,,1,1982,,,,
"princess century",,,,,2,1292,,,,
"private world",,,,,1,1982,,,,
"psi com, perry farrell",,,,,1,1982,,,,
"psychic tv",,,,,1,1982,5,979,2,1439
"public image ltd.",,,,,8,595,129,39,55,117
"public practice",,,,,1,1982,29,252,,
"public service broadcasting",,,,,1,1982,21,334,34,208
"pulled by magnets",,,,,9,560,,,1,2066
"pva",,,,,2,1292,4,1081,47,140
"pva, mura masa",,,,,2,1292,1,2135,1,2066
"pvris",,,,,1,1982,,,,
"pye corner audio",,,,,5,761,,,,
"pye corner audio/faten kanaan",,,,,6,685,,,2,1439
"pynch",,,,,1,1982,,,,
"q-tip",,,,,1,1982,,,,
"quaf twp.",,,,,1,1982,,,,
"quiche",,,,,1,1982,,,,
"quiet banana",,,,,1,1982,,,,
"quinton barnes",,,,,1,1982,,,,
"quintron, miss pussycat",,,,,1,1982,,,,
"quite unnerving",,,,,1,1982,,,,
"r.a.i.g. records",,,,,2,1292,,,,
"rabbit",,,,,2,1292,,,,
"race to space",,,,,3,1021,,,,
"raf rundell",,,,,1,1982,1,2135,2,1439
"raf rundell, lias saoudi",,,,,1,1982,1,2135,,
"rafa el tachuela",,,,,1,1982,,,,
"rainer ild",,,,,1,1982,,,,
"raketkanon",,,,,1,1982,,,1,2066
"ralph of london",,,,,19,312,,,,
"rapid eye movement",,,,,2,1292,,,,
"raskolnikov",,,,,1,1982,,,,
"rational youth",,,,,2,1292,,,,
"rats on rafts",,,,,1,1982,,,,
"ratso",,,,,1,1982,,,,
"ratso, yasmine hamdan",,,,,1,1982,,,,
"ravioli me away",,,,,1,1982,,,,
"ray borneo & the bystanders",,,,,1,1982,,,,
"raze de soare",,,,,1,1982,,,,
"re-tros",,,,,1,1982,77,85,30,234
"reactive",,,,,2,1292,,,,
"real estate, sylvan esso",,,,,1,1982,,,,
"real life",,,,,1,1982,,,,
"record start",,,,,2,1292,,,1,2066
"red axes",,,,,2,1292,,,21,330
"red delishes",,,,,1,1982,,,,
"red lorry yellow lorry",,,,,3,1021,2,1500,7,802
"red sailor",,,,,7,630,,,,
"red snapper",,,,,1,1982,,,,
"red zoo",,,,,3,1021,,,,
"reeko squeeze",,,,,1,1982,,,,
"rendez vous",,,,,1,1982,3,1236,1,2066
"rené ninforge et son accordéon musette",,,,,1,1982,,,,
"repetitor",,,,,4,865,1,2135,,
"reptilicus & senking",,,,,2,1292,,,,
"repulsive alien",,,,,2,1292,,,,
"rev rev rev",,,,,13,426,12,544,,
"reverend and the makers",,,,,25,249,,,,
"reverend and the makers, howard marks",,,,,1,1982,,,,
"reverend and the makers, rich westley",,,,,1,1982,,,,
"riccardo cocciante",,,,,1,1982,,,,
"richard hawley",,,,,1,1982,,,,
"richard hell",,,,,2,1292,11,598,36,193
"richard hell & the voidoids",,,,,2,1292,12,544,15,450
"richard swift",,,,,2,1292,,,,
"riki",,,,,1,1982,,,,
"rina sawayama",,,,,14,406,20,346,38,178
"ringo deathstarr",,,,,18,333,3,1236,4,1038
"rinkus",,,,,1,1982,,,,
"rinocerose",,,,,1,1982,,,,
"ritualz",,,,,3,1021,,,,
"robyn hitchcock & the egyptians",,,,,1,1982,1,2135,,
"rocket juice & the moon",,,,,33,191,,,13,515
"roger eno, brian eno",,,,,1,1982,,,,
"rogue wave",,,,,2,1292,,,,
"róisín murphy",,,,,12,461,5,979,,
"rok-ostrova",,,,,1,1982,,,,
"role model",,,,,3,1021,,,,
"romero",,,,,1,1982,,,11,611
"romperayo",,,,,1,1982,,,1,2066
"roots manuva",,,,,2,1292,3,1236,,
"rosana",,,,,1,1982,,,,
"roscoe roscoe",,,,,1,1982,,,,
"rosie tucker",,,,,1,1982,,,,
"rotfront",,,,,2,1292,2,1500,,
"rou reynolds,enter shikari",,,,,3,1021,1,2135,1,2066
"rowland s. howard",,,,,1,1982,3,1236,2,1439
"roxette",,,,,1,1982,,,,
"roxy girls",,,,,1,1982,,,,
"royal blood, purple disco machine",,,,,1,1982,,,,
"royal philharmonic concert orchestra",,,,,2,1292,,,,
"rsac",,,,,2,1292,,,,
"rsac, ella",,,,,8,595,1,2135,,
"rsac, yolka",,,,,1,1982,,,,
"rui ho",,,,,9,560,,,,
"rui ho, golin",,,,,1,1982,,,,
"rukh",,,,,5,761,,,,
"ruki vverh!",,,,,1,1982,,,,
"run the jewels, greg nice, dj premier",,,,,2,1292,,,,
"run the jewels, royal blood",,,,,1,1982,,,,
"russkaja",,,,,1,1982,,,,
"rüstəm quliyev",,,,,112,36,14,479,30,234
"s h i r a n",,,,,5,761,,,11,611
"s o large",,,,,1,1982,,,,
"s. product",,,,,1,1982,,,1,2066
"saaaad",,,,,1,1982,,,,
"sababa 5",,,,,14,406,14,479,47,140
"sababa 5 (feat. anton)",,,,,6,685,,,,
"sababa 5 (feat. yurika)",,,,,5,761,,,,
"sababa 5, yurika",,,,,3,1021,,,,
"saccades",,,,,1,1982,,,,
"saccades, the kvb",,,,,1,1982,2,1500,,
"sacred paws",,,,,2,1292,,,,
"sad lovers & giants",,,,,1,1982,3,1236,1,2066
"safi",,,,,1,1982,,,,
"saint etienne",,,,,1,1982,10,658,1,2066
"saint mesa, mumiy troll",,,,,1,1982,,,,
"saint phnx",,,,,1,1982,,,,
"saint saviour",,,,,2,1292,,,,
"saint-brooklynsburg",,,,,5,761,,,,
"saltwater sun",,,,,2,1292,,,,
"sam fender",,,,,16,368,7,821,,
"sam roberts",,,,,1,1982,,,,
"sam roberts band",,,,,1,1982,,,,
"sambassadeur",,,,,2,1292,,,,
"samir shukri",,,,,1,1982,,,,
"sammy burdson",,,,,1,1982,,,,
"samoe bolshoe prostoe chislo",,,,,83,69,,,,
"samoe bolshoe prostoe chislo, naadia",,,,,1,1982,,,,
"samoe bolshoe prostoe chislo, sonestrose",,,,,3,1021,,,,
"samoe bolshoe prostoe chislo, thomas mraz",,,,,2,1292,,,,
"samoe bolshoe prostoe chislo, женя борзых",,,,,3,1021,2,1500,1,2066
"samosad bend",,,,,1,1982,,,,
"sandman project",,,,,4,865,,,,
"sansara, tannd sape",,,,,2,1292,,,,
"sarkodie ft akan",,,,,1,1982,,,,
"sasha",,,,,2,1292,1,2135,,
"sasha galianov",,,,,30,214,,,,
"sass jordan",,,,,1,1982,,,,
"satan and mary pain",,,,,1,1982,,,,
"sault",,,,,2,1292,2,1500,2,1439
"savages",,,,,1,1982,,,11,611
"savak",,,,,23,271,,,,
"say yes dog",,,,,1,1982,,,,
"scanners",,,,,2,1292,,,,
"schwarze fiktion",,,,,2,1292,,,,
"schweinemaschinen",,,,,2,1292,,,,
"scofferlane",,,,,3,1021,,,,
"scratch acid",,,,,1,1982,,,3,1188
"sdh",,,,,1,1982,,,,
"sea girls",,,,,1,1982,,,,
"sea wolf",,,,,4,865,,,,
"seabear",,,,,2,1292,,,,
"seagreenserenade",,,,,1,1982,,,,
"secret knives",,,,,2,1292,,,,
"secret machines",,,,,1,1982,3,1236,1,2066
"seeming",,,,,2,1292,,,,
"seer",,,,,3,1021,,,,
"sega bodega",,,,,4,865,,,,
"sektor gaza",,,,,1,1982,,,,
"semisonic",,,,,2,1292,,,1,2066
"serafyn",,,,,1,1982,,,,
"seramic",,,,,4,865,,,1,2066
"serebro",,,,,1,1982,,,,
"sergent garcia",,,,,1,1982,,,,
"sergey shnurov",,,,,2,1292,1,2135,,
"sevdaliza",,,,,1,1982,,,,
"sex pistols",,,,,1,1982,28,264,,
"sexores",,,,,1,1982,,,,
"sextile, sienna",,,,,1,1982,1,2135,2,1439
"shabazz palaces",,,,,1,1982,,,6,854
"shaggy",,,,,1,1982,,,,
"sharon tandy",,,,,1,1982,,,,
"shaun ryder",,,,,1,1982,1,2135,,
"she & him",,,,,1,1982,,,,
"she drew the gun",,,,,2,1292,45,174,27,259
"shellac",,,,,1,1982,1,2135,,
"shilpa ray",,,,,3,1021,2,1500,2,1439
"shipsea",,,,,6,685,,,,
"shitkid",,,,,1,1982,1,2135,1,2066
"shiva lingam",,,,,13,426,,,,
"shocking blue",,,,,2,1292,4,1081,2,1439
"shokalsky revenge",,,,,13,426,,,,
"short story picture book",,,,,2,1292,,,,
"shriekback",,,,,3,1021,,,,
"shrimp eyes",,,,,1,1982,,,,
"shura",,,,,1,1982,,,,
"shy tots",,,,,2,1292,,,,
"sikdope",,,,,1,1982,,,,
"silque",,,,,2,1292,,,,
"silver apples",,,,,1,1982,2,1500,7,802
"silverbacks",,,,,4,865,17,396,26,266
"simen mitlid",,,,,3,1021,,,,
"simon dupree & the big sound",,,,,2,1292,,,,
"sinead o brien",,,,,1,1982,9,707,25,279
"sir was",,,,,3,1021,,,1,2066
"sister nancy",,,,,1,1982,,,,
"sisters of mercy",,,,,1,1982,1,2135,20,345
"skele7",,,,,2,1292,,,,
"skeleton club",,,,,1,1982,,,,
"skinny girl diet",,,,,1,1982,,,,
"skott,pauline skött,peter st james,nicklas lif,isak von haartman",,,,,1,1982,,,,
"skrytý půvab byrokracie",,,,,3,1021,,,,
"skull cult",,,,,1,1982,,,,
"skyjelly",,,,,1,1982,,,,
"skylab",,,,,1,1982,,,,
"slava kpss",,,,,1,1982,,,,
"slaves, bob vylan",,,,,1,1982,2,1500,,
"slavic soul party!",,,,,14,406,56,130,82,71
"sleaford mods, billy nomates",,,,,3,1021,8,761,,
"sleaford mods, extnddntwrk",,,,,1,1982,,,,
"slift",,,,,3,1021,2,1500,19,362
"slonovski bal",,,,,1,1982,12,544,,
"slow hollows",,,,,1,1982,,,,
"slow pulp",,,,,1,1982,,,,
"slow suicide",,,,,3,1021,,,,
"slowthai",,,,,63,92,29,252,7,802
"slowthai, james blake, mount kimbie",,,,,1,1982,1,2135,,
"slowthai, mura masa",,,,,2,1292,1,2135,,
"slum of legs",,,,,11,496,,,,
"slum sociable",,,,,2,1292,,,1,2066
"small forward",,,,,2,1292,,,,
"smog",,,,,11,496,3,1236,3,1188
"snakefinger",,,,,1,1982,1,2135,,
"snash",,,,,1,1982,2,1500,,
"soap&skin",,,,,1,1982,,,,
"sobachiy lie",,,,,1,1982,,,,
"social contract",,,,,7,630,3,1236,,
"soerba",,,,,1,1982,,,,
"sofia rotaru",,,,,2,1292,,,,
"sofie",,,,,3,1021,,,,
"soft hair, la priest, connan mockasin",,,,,8,595,1,2135,,
"solo ansamblis",,,,,1,1982,2,1500,,
"sólveig matthildur",,,,,2,1292,2,1500,,
"sonic boom",,,,,1,1982,1,2135,,
"sonic youth",,,,,11,496,15,446,16,422
"sonny bono",,,,,1,1982,,,,
"sons of raphael",,,,,2,1292,13,511,2,1439
"sophie hunger",,,,,8,595,1,2135,,
"sorry jesus",,,,,1,1982,,,,
"sotomayor",,,,,1,1982,,,,
"soulwax",,,,,14,406,13,511,2,1439
"soviet konducta",,,,,1,1982,,,,
"sp4k",,,,,1,1982,4,1081,,
"sp4k, lsp",,,,,1,1982,,,,
"space of variations",,,,,1,1982,,,,
"space trees",,,,,2,1292,,,,
"spaceinvader",,,,,21,287,,,,
"spacemen 3",,,,,1,1982,6,887,2,1439
"spaceships are cool",,,,,2,1292,,,,
"spacey jane",,,,,1,1982,,,,
"spagna",,,,,2,1292,,,,
"sparkling",,,,,2,1292,1,2135,,
"special interest",,,,,2,1292,25,297,91,51
"spectres",,,,,3,1021,2,1500,,
"spellling",,,,,2,1292,,,,
"spinning coin",,,,,1,1982,,,,
"splashh",,,,,1,1982,,,,
"splean",,,,,74,75,,,,
"splean, bi-2",,,,,4,865,,,,
"spooky wilson",,,,,1,1982,,,,
"spt",,,,,1,1982,,,,
"spunsugar",,,,,10,523,1,2135,1,2066
"spyres",,,,,4,865,,,,
"squarepusher",,,,,5,761,,,,
"squid",,,,,14,406,85,74,72,84
"ssshhhiiittt!",,,,,19,312,,,,
"st cheatersburg",,,,,3,1021,,,,
"stantough",,,,,1,1982,,,,
"star feminine band",,,,,2,1292,,,,
"starcrawler, mike campbell",,,,,2,1292,,,,
"starsha lee",,,,,1,1982,,,,
"stats",,,,,101,45,14,479,17,401
"stealing sheep",,,,,1,1982,,,2,1439
"steaua de mare",,,,,1,1982,,,,
"stephen malkmus",,,,,1,1982,3,1236,,
"stephen paul taylor",,,,,4,865,,,,
"stereo siberia",,,,,1,1982,,,,
"steve",,,,,1,1982,,,,
"steven wilson",,,,,1,1982,1,2135,,
"stiff little fingers",,,,,1,1982,2,1500,,
"sting, zucchero",,,,,1,1982,1,2135,2,1439
"stolen jars",,,,,1,1982,,,,
"stornoway",,,,,2,1292,,,,
"strange weekend",,,,,2,1292,,,,
"strawberry generation",,,,,2,1292,,,,
"stunt kites",,,,,2,1292,,,,
"subarachnoid space",,,,,1,1982,,,,
"sudakistan",,,,,2,1292,,,,
"sugar shack",,,,,2,1292,,,,
"sum 41",,,,,4,865,,,1,2066
"summer cats",,,,,2,1292,,,,
"summer coma",,,,,1,1982,,,,
"sunflower bean",,,,,1,1982,,,4,1038
"sunken rogues",,,,,1,1982,,,,
"sunsay",,,,,1,1982,,,,
"sunset rubdown, spencer krug",,,,,1,1982,,,,
"super besse, ildar iksanov",,,,,1,1982,,,,
"superposition, the glitch mob",,,,,1,1982,1,2135,,
"surface mutants",,,,,2,1292,,,,
"surface to air missive",,,,,1,1982,,,,
"surfbort",,,,,1,1982,,,1,2066
"surfer blood",,,,,2,1292,,,,
"surfer blood, pip blom",,,,,1,1982,,,,
"suuns, amber webber",,,,,1,1982,,,,
"suuns, jerusalem in my heart",,,,,8,595,,,1,2066
"sven wunder",,,,,1,1982,,,2,1439
"svidaniye",,,,,1,1982,7,821,,
"svidaniye, lurmish, mirèle",,,,,1,1982,,,,
"svitlana nianio & oleksandr yurchenko",,,,,1,1982,,,,
"svoboda",,,,,1,1982,,,,
"swag",,,,,1,1982,,,,
"swans",,,,,2,1292,2,1500,16,422
"sweeping promises",,,,,3,1021,4,1081,1,2066
"sweet baboo",,,,,1,1982,,,,
"swine tax",,,,,3,1021,,,,
"synecdoche montauk",,,,,1,1982,4,1081,,
"t-connection",,,,,1,1982,,,,
"t-toe",,,,,42,146,16,425,1,2066
"t.s.o.l.",,,,,3,1021,,,2,1439
"talisco",,,,,1,1982,,,,
"talk show",,,,,2,1292,78,82,39,173
"taman shud",,,,,6,685,,,,
"tapenight",,,,,2,1292,1,2135,2,1439
"taraf de haidouks",,,,,1,1982,,,2,1439
"tarakany!",,,,,2,1292,,,,
"tarakany!, anacondaz",,,,,1,1982,,,,
"tarakany!, лусинэ геворкян",,,,,1,1982,,,,
"tash sultana",,,,,1,1982,2,1500,,
"task force",,,,,1,1982,,,,
"tatiana bulanova",,,,,2,1292,,,,
"tatiana ovsienko",,,,,1,1982,,,,
"tavares",,,,,1,1982,,,,
"taylor swift, bon iver",,,,,1,1982,,,,
"taylor swift, haim",,,,,1,1982,1,2135,,
"taylor swift, the national",,,,,1,1982,,,,
"team waterpolo",,,,,3,1021,,,,
"technicolor fabrics",,,,,2,1292,,,,
"techovkvadrate",,,,,11,496,4,1081,,
"teenage dads",,,,,2,1292,,,,
"television",,,,,3,1021,26,284,13,515
"tella viv",,,,,1,1982,,,,
"tember blanche",,,,,1,1982,2,1500,,
"tempesst",,,,,1,1982,,,,
"temples, jono ma",,,,,1,1982,,,,
"termination dust",,,,,1,1982,,,,
"terry reid",,,,,1,1982,,,,
"tesla boy",,,,,10,523,1,2135,,
"tesla boy, сабрина",,,,,2,1292,,,,
"tess parks & anton newcombe",,,,,1,1982,9,707,,
"tfs",,,,,1,1982,,,,
"thao & the get down stay down",,,,,1,1982,,,,
"the 101ers",,,,,1,1982,1,2135,,
"the ahmad jamal trio",,,,,1,1982,,,,
"the alfee",,,,,1,1982,,,,
"the amorettes",,,,,1,1982,,,,
"the antidepressants",,,,,6,685,4,1081,,
"the apples in stereo",,,,,2,1292,,,,
"the associates",,,,,10,523,27,274,,
"the automatic",,,,,2,1292,,,,
"the avalanches, blood orange",,,,,1,1982,,,,
"the avener, phoebe killdeer",,,,,1,1982,,,,
"the b-52's",,,,,3,1021,17,396,8,750
"the beaches",,,,,1,1982,4,1081,2,1439
"the beta band",,,,,2,1292,3,1236,13,515
"the birthday party",,,,,1,1982,2,1500,1,2066
"the black angels",,,,,1,1982,2,1500,56,113
"the blimp",,,,,2,1292,,,,
"the body",,,,,1,1982,,,,
"the box",,,,,2,1292,,,,
"the box tops",,,,,1,1982,,,,
"the byrds",,,,,2,1292,1,2135,1,2066
"the car is on fire feat. iza lach",,,,,1,1982,,,,
"the carbon manual",,,,,1,1982,,,,
"the cardigans",,,,,1,1982,1,2135,,
"the castaways",,,,,1,1982,,,,
"the chameleons",,,,,5,761,31,238,11,611
"the chills",,,,,1,1982,2,1500,,
"the church",,,,,2,1292,3,1236,,
"the clean",,,,,1,1982,,,1,2066
"the cleaners from venus",,,,,2,1292,2,1500,2,1439
"the clientele",,,,,1,1982,,,,
"the clockworks",,,,,4,865,3,1236,5,948
"the colour collection",,,,,17,346,10,658,10,666
"the comet is coming",,,,,1,1982,29,252,168,21
"the connells",,,,,1,1982,,,,
"the cool greenhouse",,,,,1,1982,3,1236,6,854
"the cribs, lee ranaldo",,,,,1,1982,,,,
"the cry",,,,,1,1982,1,2135,1,2066
"the cure, mark saunders",,,,,1,1982,3,1236,1,2066
"the d'souza & le project",,,,,3,1021,,,,
"the daniel caine orchestra",,,,,1,1982,,,,
"the db's",,,,,1,1982,,,,
"the dears",,,,,3,1021,1,2135,1,2066
"the deirdre wilson tabac",,,,,1,1982,,,,
"the devil's trade",,,,,2,1292,,,,
"the diabolical liberties",,,,,10,523,9,707,,
"the diabolical liberties, emma-jean thackray",,,,,1,1982,1,2135,,
"the dream syndicate",,,,,5,761,2,1500,2,1439
"the droplets",,,,,2,1292,,,,
"the durutti column",,,,,1,1982,1,2135,,
"the düsseldorf düsterboys",,,,,4,865,1,2135,,
"the dust",,,,,23,271,25,297,,
"the eccentronic research council",,,,,1,1982,,,,
"the end of electronics",,,,,3,1021,1,2135,,
"the ex",,,,,1,1982,1,2135,,
"the exorcist gbg",,,,,2,1292,2,1500,1,2066
"the family rain",,,,,2,1292,,,,
"the feelies",,,,,2,1292,4,1081,2,1439
"the fernweh",,,,,1,1982,,,,
"the fiery furnaces",,,,,1,1982,3,1236,2,1439
"the flaming lips, colorado symphony, andre de ridder",,,,,2,1292,,,,
"the flavians",,,,,2,1292,,,,
"the foreign resort",,,,,2,1292,2,1500,,
"the frights",,,,,2,1292,,,,
"the fugs",,,,,2,1292,2,1500,,
"the garden",,,,,1,1982,,,,
"the garden, mac demarco",,,,,1,1982,,,,
"the glitch mob, krazy baldhead",,,,,1,1982,,,,
"the glitch mob, nalepa",,,,,1,1982,,,,
"the glitch mob, sts9",,,,,1,1982,,,,
"the glove",,,,,1,1982,16,425,2,1439
"the goa express",,,,,1,1982,2,1500,1,2066
"the godfathers",,,,,1,1982,,,,
"the golden age of tv",,,,,3,1021,,,,
"the great malarkey",,,,,38,169,,,3,1188
"the gun club",,,,,1,1982,49,157,144,28
"the hatters",,,,,7,630,7,821,,
"the heartbreakers",,,,,1,1982,,,2,1439
"the homesick",,,,,7,630,1,2135,1,2066
"the hotrats",,,,,1,1982,,,,
"the hox",,,,,5,761,,,,
"the hu",,,,,26,235,1,2135,35,199
"the hu/from ashes to new",,,,,1,1982,,,,
"the hu/halestorm",,,,,2,1292,1,2135,2,1439
"the hu/papa roach",,,,,1,1982,,,,
"the i.l.y's",,,,,1,1982,3,1236,11,611
"the informations",,,,,2,1292,,,,
"the intelligence",,,,,1,1982,,,1,2066
"the jack wood",,,,,2,1292,,,,
"the jaded hearts club",,,,,1,1982,,,,
"the jaded hearts club, miles kane",,,,,1,1982,,,,
"the juan maclean",,,,,6,685,,,2,1439
"the jungle giants",,,,,2,1292,3,1236,,
"the just joans",,,,,33,191,1,2135,1,2066
"the kidney flowers",,,,,44,135,,,,
"the klezmatics",,,,,13,426,,,,
"the kopek millionaires",,,,,2,1292,,,,
"the kraken quartet",,,,,2,1292,,,,
"the kvb",,,,,3,1021,18,381,11,611
"the last shadow puppets, alex turner, miles kane",,,,,12,461,1,2135,1,2066
"the legendary pink dots",,,,,1,1982,2,1500,40,166
"the leisure society",,,,,2,1292,,,,
"the lemon twigs",,,,,1,1982,,,,
"the levitants",,,,,1,1982,,,,
"the limiñanas",,,,,1,1982,,,3,1188
"the limiñanas, nuria",,,,,1,1982,,,,
"the little hands of asphalt",,,,,1,1982,,,,
"the little unsaid",,,,,2,1292,,,,
"the london horn sound & geoffrey simon",,,,,1,1982,1,2135,,
"the loud tocsin tolled their last alarm",,,,,2,1292,,,,
"the lovin' spoonful",,,,,1,1982,1,2135,,
"the machine stops",,,,,5,761,2,1500,,
"the meanies",,,,,1,1982,,,,
"the men",,,,,1,1982,,,1,2066
"the menstrual cramps",,,,,1,1982,,,1,2066
"the mess hall",,,,,2,1292,,,,
"the middle east",,,,,2,1292,1,2135,,
"the mirror crack'd",,,,,3,1021,,,,
"the modern lovers",,,,,3,1021,8,761,,
"the monkees",,,,,1,1982,,,2,1439
"the monks",,,,,1,1982,2,1500,,
"the morning benders",,,,,2,1292,,,,
"the moving sidewalks",,,,,1,1982,,,,
"the muckers",,,,,1,1982,3,1236,,
"the music machine",,,,,1,1982,,,1,2066
"the mysterines",,,,,3,1021,13,511,35,199
"the mysterons",,,,,1,1982,1,2135,2,1439
"the naughtiest girl was a monitor",,,,,1,1982,,,,
"the ninth wave",,,,,6,685,1,2135,2,1439
"the notwist, saya",,,,,1,1982,1,2135,,
"the nude party",,,,,1,1982,,,,
"the o'jays",,,,,1,1982,,,,
"the orielles",,,,,31,208,10,658,6,854
"the outhere brothers",,,,,1,1982,,,,
"the outlaws",,,,,1,1982,,,,
"the paragons",,,,,1,1982,,,,
"the passions",,,,,2,1292,14,479,1,2066
"the past seven days",,,,,2,1292,,,,
"the peep tempel",,,,,1,1982,1,2135,1,2066
"the phoenix foundation",,,,,1,1982,1,2135,,
"the plastics",,,,,6,685,,,3,1188
"the polyphonic spree",,,,,1,1982,1,2135,,
"the post romantics",,,,,1,1982,1,2135,,
"the prams",,,,,2,1292,,,,
"the prodigy feat. sleaford mods",,,,,1,1982,,,,
"the psychotic monks",,,,,40,161,30,246,3,1188
"the quinsy",,,,,3,1021,,,,
"the radio dept.",,,,,2,1292,,,,
"the rain parade",,,,,1,1982,1,2135,,
"the raincoats",,,,,1,1982,17,396,2,1439
"the red army choir",,,,,1,1982,,,,
"the residents",,,,,2,1292,10,658,5,948
"the rifles",,,,,1,1982,,,,
"the ringo jets",,,,,1,1982,1,2135,,
"the roly mo",,,,,2,1292,,,,
"the ruby suns",,,,,2,1292,,,,
"the sea of cortez",,,,,1,1982,1,2135,,
"the selecter",,,,,1,1982,1,2135,1,2066
"the shadows of knight",,,,,1,1982,,,,
"the shapka",,,,,5,761,,,,
"the shifters",,,,,1,1982,,,,
"the shivas",,,,,2,1292,,,,
"the slits",,,,,2,1292,12,544,9,716
"the slow readers club",,,,,30,214,1,2135,,
"the smashing pumpkins",,,,,1,1982,1,2135,,
"the smithereens",,,,,1,1982,,,,
"the snuts",,,,,5,761,43,183,5,948
"the soft boys",,,,,1,1982,6,887,1,2066
"the soft moon",,,,,2,1292,3,1236,58,107
"the sonics",,,,,3,1021,3,1236,4,1038
"the sound",,,,,2,1292,6,887,6,854
"the spinto band",,,,,2,1292,2,1500,,
"the state academic orchestra of folk russian instruments",,,,,2,1292,,,,
"the staves",,,,,1,1982,,,,
"the stoned immaculate",,,,,1,1982,,,,
"the streets",,,,,15,390,2,1500,1,2066
"the streets, idles",,,,,1,1982,3,1236,,
"the streets, mike patrick",,,,,1,1982,,,,
"the streets, oscar #worldpeace",,,,,1,1982,,,,
"the strike",,,,,1,1982,,,,
"the stroppies",,,,,1,1982,1,2135,,
"the strypes",,,,,1,1982,,,1,2066
"the sugarcubes",,,,,3,1021,8,761,1,2066
"the tazers",,,,,3,1021,,,,
"the temper trap",,,,,1,1982,,,,
"the the",,,,,6,685,17,396,1,2066
"the third bardo",,,,,1,1982,,,,
"the three o'clock",,,,,1,1982,,,,
"the tokens",,,,,1,1982,1,2135,,
"the toy shop",,,,,1,1982,,,,
"the ukrainians",,,,,5,761,,,46,144
"the underground youth",,,,,3,1021,1,2135,,
"the unicorns",,,,,1,1982,,,,
"the vacant lots",,,,,1,1982,,,3,1188
"the vacant lots, robert levon been",,,,,1,1982,,,,
"the vamps",,,,,20,302,,,,
"the vamps & danny avila",,,,,1,1982,,,,
"the vamps & kris kross amsterdam",,,,,1,1982,,,,
"the vamps & martin jensen",,,,,2,1292,,,,
"the vamps & matoma",,,,,1,1982,,,,
"the van allen belt",,,,,1,1982,,,,
"the van jets",,,,,1,1982,,,,
"the van t's",,,,,1,1982,,,,
"the vanities",,,,,1,1982,,,,
"the velvet underground, nico",,,,,5,761,6,887,,
"the very most",,,,,2,1292,,,,
"the voidz,kirin j callinan,mac demarco,shawn everett",,,,,1,1982,,,,
"the wailers",,,,,1,1982,1,2135,,
"the wants",,,,,105,40,6,887,11,611
"the war on drugs",,,,,3,1021,,,1,2066
"the wave pictures",,,,,1,1982,1,2135,1,2066
"the wedding present",,,,,12,461,3,1236,1,2066
"the west coast pop art experimental band",,,,,1,1982,2,1500,,
"the wipers",,,,,1,1982,,,,
"the world",,,,,1,1982,,,,
"the wrecks",,,,,5,761,2,1500,,
"the wytches",,,,,13,426,1,2135,12,563
"the zrn massacre",,,,,45,133,9,707,5,948
"the вепри",,,,,1,1982,,,,
"thee oh sees",,,,,2,1292,8,761,6,854
"thee oh sees, osees",,,,,4,865,14,479,38,178
"thegiornalisti",,,,,5,761,1,2135,,
"them airs",,,,,1,1982,,,,
"them, van morrison",,,,,1,1982,,,,
"they might be giants",,,,,2,1292,1,2135,,
"they must be russians",,,,,2,1292,,,,
"think about things",,,,,1,1982,,,,
"this cold night",,,,,1,1982,,,4,1038
"this heat",,,,,1,1982,1,2135,4,1038
"this is the kit",,,,,1,1982,3,1236,,
"thom fekete",,,,,1,1982,,,,
"thomas azier",,,,,1,1982,,,,
"thou",,,,,2,1292,,,,
"throbbing gristle",,,,,1,1982,4,1081,1,2066
"throwing muses",,,,,11,496,4,1081,1,2066
"thundercat",,,,,12,461,,,,
"thundercat, louis cole",,,,,1,1982,,,,
"thundercat, pedro martins",,,,,1,1982,,,,
"thundercat, steve lacy, steve arrington, childish gambino",,,,,1,1982,,,,
"thundercat, ty dolla $ign, lil b",,,,,1,1982,,,,
"thundercat, zack fox",,,,,1,1982,,,,
"thurston moore",,,,,2,1292,,,1,2066
"tica douglas",,,,,1,1982,,,,
"tigercub",,,,,1,1982,28,264,4,1038
"tihotiho",,,,,1,1982,,,,
